title,odometer,location,isimported,engine,transmission,fuel,paint,price,year
Volkswagen Sharan,367464,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,1615000,1997
Volkswagen Sharan,137820,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Red,1515000,1996
Toyota Sienna,110575,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Maroon,1915000,2002
Toyota Camry,173775,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,1815000,2003
Toyota Camry,69450,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Sky blue,6065000,2013
Toyota Sienna,169615,Lagos State,Locally used,6-cylinder(V6),automatic,petrol,White,1275000,2005
Toyota Corolla,110249,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,2655000,2007
Mercedes-Benz G 550,151548,Lagos State,Locally used,8-cylinder(V8),automatic,petrol,Black,10015000,2011
Honda CR-V,97488,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4015000,2010
Toyota RAV 4,171173,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3315000,2007
BMW X6,84585,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,8515000,2009
Lexus GX 460,75518,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black ,13115000,2010
Lexus LX 570,11839,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,42515000,2017
Toyota 4-Runner,12042,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,17815000,2017
Infiniti FX,76442,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,2165000,2004
Lexus ES 350,91551,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4215000,2011
Toyota Matrix,104834,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2715000,2010
Toyota Camry,192404,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black,3115000,2009
Toyota Sienna,93233,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gray,4665000,2011
Toyota RAV 4,63529,Lagos State,Foreign Used,6-cylinder(I6),automatic,petrol,White,8215000,2014
Toyota Camry,50586,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,7015000,2016
Toyota Camry,51199,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol, Black,6515000,2015
Toyota Camry,140643,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1575000,2007
Toyota Camry,10212,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,11015000,2018
Lexus ES 350,78528,Accra,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2315000,2007
Toyota Venza,114239,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4915000,2009
Toyota Camry,114239,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2115000,2005
Honda CR-V,27079,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,15215000,2018
Mercedes-Benz SL 400,0,Lagos,New ,4-cylinder(I4),automatic,petrol,White,18215000,2016
Toyota Land Cruiser,52,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,52015000,2020
Nissan Versa,124275,other,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,3815000,2015
Hyundai Sonata,135744,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2815000,2011
Toyota Camry,148936,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3515000,2012
Nissan Altima,133212,other,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2465000,2009
Toyota RAV 4,179982,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2315000,2004
Toyota Avalon,229802,Mushin,Foreign Used,4-cylinder(I4),automatic,petrol,Wine,2515000,2006
Toyota Camry,0,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,1715000,2003
Kia Cerato,48254,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3515000,2014
Honda Accord,156834,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Gray,715000,2004
Nissan Maxima,151973,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,1615000,2007
Toyota Camry,198487,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1815000,2003
BMW X6,59125,Lagos ,Locally used,4-cylinder(I4),automatic,petrol,White,7015000,2008
Toyota Corolla,71550,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,4015000,2013
Toyota Camry,268314,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Gray,1265000,2002
Honda Accord,139886,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Green,615000,2003
Toyota Avalon,155510,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2615000,2007
Toyota Camry,195828,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2315000,2009
Lexus RX 300,155558,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1015000,1999
Toyota Camry,143175,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2315000,2008
Lexus RX 350,107757,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8015000,2011
Honda Accord,140155,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,615000,2004
Toyota Camry,125095,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2715000,2007
Nissan Sentra,238884,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1915000,2010
Toyota Corolla,235765,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2215000,2005
Toyota Corolla,147186,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2315000,2006
Lexus RX 330,366719,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1665000,1999
Lexus ES 300,273065,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,1415000,2002
Honda Civic,116910,Lagos ,Locally used,4-cylinder(I4),automatic,petrol,Black,715000,2008
Hyundai Santa Fe,201779,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3415000,2009
Toyota Camry,137037,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2915000,2011
Toyota Camry,111194,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2865000,2011
Toyota Camry,82288,Abia,Foreign Used,4-cylinder(I4),automatic,petrol,White,2915000,2009
Hyundai Sonata,92832,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3515000,2016
Toyota Camry,116617,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2415000,2007
Lexus ES 350,86419,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,3615000,2007
Toyota Corolla,212500,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,515000,2004
Toyota Camry,146287,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2415000,2007
Hyundai ix35,44586,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,5215000,2015
Mercedes-Benz C 250,13655,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,18515000,2018
Lexus RX 350,61727,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,5515000,2009
Lexus RX 350,85363,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,4215000,2007
Lexus ES 350,88443,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3615000,2007
Toyota RAV 4,101990,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,9315000,2016
Toyota Camry,17346,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Brown,11615000,2018
Toyota Camry,2878,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,23015000,2019
Lexus ES 350,69,Lagos,New ,4-cylinder(I4),automatic,petrol,Grey,47015000,2020
Toyota Sienna,44669,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12515000,2017
Lexus GS 350,90928,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3815000,2008
Mercedes-Benz GLE 450,9986,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,43015000,2019
Land Rover Range Rover Sport,52485,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,23015000,2014
Toyota 4-Runner,98424,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,3515000,2004
Honda Pilot,134971,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,8015000,2016
Toyota Highlander,62710,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Black,14015000,2016
Lexus RX 330,85441,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray ,4015000,2004
Lexus RX 350,309306,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3965000,2007
Mercedes-Benz C 300,69987,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Red,5415000,2012
Honda Pilot,105357,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2615000,2007
BMW 335,69696,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,3315000,2010
Toyota Camry,85448,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2415000,2009
Toyota Camry,102901,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,11015000,2018
Toyota Yaris,99268,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,1815000,2007
Toyota Corolla,35473,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,6515000,2016
Infiniti FX,261406,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2315000,2005
GMC Terrain,54418,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5515000,2012
Lexus LS 460,40566,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4915000,2011
Toyota RAV 4,104261,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3415000,2004
Nissan Primera,250500,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1215000,2002
Infiniti FX,709043,Lagos ,Locally used,4-cylinder(I4),automatic,petrol,Silver,3015000,2010
GAC Gonow Other,84607,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1515000,2016
Toyota Camry,73587,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4915000,2012
Toyota Highlander,80188,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,5115000,2008
Toyota Camry,105285,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1285000,2007
Toyota Corolla,125708,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2265000,2007
Toyota Venza,186704,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5015000,2009
Toyota Highlander,151680,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,5215000,2009
Toyota Avalon,88661,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5915000,2013
Toyota Tacoma,139860,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4915000,2005
Lexus ES 300,113260,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,1615000,2001
Toyota Hiace,151729,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,6015000,2010
Acura TSX,132042,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,3615000,2010
Jaguar XJ8,111271,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,3815000,1998
Jeep Cherokee,186807,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2515000,2006
Toyota Tacoma,205290,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1965000,1997
Mitsubishi Galant,149158,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Red,1315000,2005
Lexus RX 350,56062,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Black,11015000,2015
Ford Escape,105271,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2665000,2011
Toyota Corolla,96744,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3615000,2012
Mercedes-Benz C 180,73262,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,13815000,2016
Infiniti M35,99340,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3015000,2007
Lexus ES 350,61807,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4415000,2007
Ford Explorer,119404,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Purple,4915000,2011
Toyota Corolla,2700,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,15015000,2020
Toyota Sienna,89361,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,7015000,2014
Land Rover Range Rover Sport,131898,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,9515000,2013
Mercedes-Benz 220,149559,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,10515000,2013
Mercedes-Benz 300,132746,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4015000,2008
Land Rover Range Rover Sport,17433,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Brown,16015000,2014
Mercedes-Benz 220,46368,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,10515000,2014
Lexus RX 330,76271,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,4015000,2004
Toyota Corolla,143258,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue ,2215000,2005
Lexus ES 350,91524,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,3815000,2007
Toyota Corolla,98333,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,1915000,2003
Land Rover Range Rover,59833,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,33015000,2013
Honda CR-V,19936,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,16015000,2019
Lexus RX 300,96386,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3315000,2004
GAC Gonow Other,68901,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1615000,2016
Lexus RX 350,6325,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,24515000,2019
Toyota Venza,123885,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,5815000,2009
Lexus GX 460,29223,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,36015000,2018
Toyota Camry,34275,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8915000,2018
Toyota 4-Runner,73923,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,15015000,2016
Toyota Land Cruiser,151511,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Cream,11015000,2008
Toyota Land Cruiser,2028,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,33015000,2018
Chevrolet Camaro,51471,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,10015000,2015
Toyota Corolla,143065,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2715000,2010
Toyota Sienna,93266,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5515000,2011
Toyota RAV 4,36295,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,9815000,2016
Mercedes-Benz ML 350,18094,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4015000,2007
Honda Accord,24502,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,13515000,2018
Toyota Yaris,344501,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Green,1915000,2006
Toyota Camry,43989,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,14515000,2018
Toyota Highlander,17053,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,14515000,2018
Toyota Camry,40860,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,14515000,2018
Toyota Camry,105823,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,4515000,2013
Honda Accord,23426,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,13515000,2018
Nissan Sentra,97597,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,4015000,2014
Toyota Land Cruiser,47,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,65015000,2020
Lexus LX 570,57810,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,42015000,2017
Toyota Land Cruiser,54453,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,41015000,2017
MINI Cooper Coupé,61029,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5515000,2015
Ford Escape,322649,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2015000,2008
Toyota Land Cruiser,46,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,37015000,2019
Infiniti QX80,815,Lagos,New ,4-cylinder(I4),automatic,petrol,Gold,35015000,2019
Peugeot 307,398564,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1015000,2008
Mercedes-Benz CLS 500,51494,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,3615000,2006
Toyota Corolla,78544,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3415000,2011
Toyota Corolla,67311,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2815000,2011
Bentley Arnage,24449,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,White,28015000,2007
Toyota Camry,72519,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4915000,2014
Lexus RX 300,232556,Lagos,Locally used,4-cylinder(I4),automatic,petrol,White,1515000,2000
Toyota Camry,84310,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5515000,2014
Lexus ES 350,118276,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3215000,2007
Mercedes-Benz ML 430,248501,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2515000,2001
Land Rover Range Rover,82,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,20015000,2014
Rolls-Royce Ghost,16069,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,150015008,2011
Toyota Highlander,177162,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4015000,2008
Volkswagen Tiguan,232727,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3215000,2010
Toyota Corolla,87721,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,3615000,2012
Land Rover Range Rover,77968,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,28015000,2015
Land Rover Range Rover,77805,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,29015000,2016
Lexus RX 330,266244,Lagos,Locally used,4-cylinder(I4),automatic,petrol,GOLD,26015000,2005
Toyota Hiace,205240,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,White,7015000,2010
Land Rover Range Rover Sport,49293,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,23515000,2014
BMW 535,13635,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,10015000,2014
Hyundai Santa Fe,197520,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2515000,2008
Lexus LX 570,20423,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,48015000,2018
Ford Explorer,82220,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,8915000,2015
Land Rover Range Rover,35064,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,50015000,2016
Porsche Macan,49262,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,27515000,2017
Mercedes-Benz C 63 AMG,7690,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,16515000,2015
Mercedes-Benz ML 350,144318,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Brown,9815000,2012
Toyota 4-Runner,52421,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,15515000,2015
Toyota RAV 4,137118,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3715000,2010
Lexus IS 250,143097,Lagos,Locally used,4-cylinder(I4),automatic,petrol,White,2715000,2009
Lexus LX 570,23568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,48015000,2018
Mercedes-Benz 200,45133,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Pale brown,22515000,2018
Rolls-Royce Ghost,11950,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,85015000,2012
Land Rover Range Rover,128,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,55015000,2018
Mercedes-Benz C 300,52866,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,21015000,2018
Lexus RX 300,97997,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2315000,2003
Toyota Avalon,201448,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6815000,2013
Kia Sorento,55620,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Blue,2015000,2012
Toyota Dyna,119294,Lagos,Locally used,4-cylinder(I4),automatic,petrol,White,1015000,1996
Toyota RAV 4,48756,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,9015000,2016
Toyota 4-Runner,104432,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,10215000,2012
Toyota Corolla,68568,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,3215000,2011
Volkswagen Touareg,235960,Lagos ,Foreign Used,4-cylinder(I4),automatic,diesel,Black,4115000,2008
Toyota Corolla,111391,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,White,2665000,2010
Hyundai Sonata,100329,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3915000,2013
Honda Civic,203226,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,1915000,2007
Nissan Sentra,115294,Lagos ,Locally used,4-cylinder(I4),automatic,petrol,Yellow,1415000,2006
Kia Optima,132795,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3715000,2013
BMW 745,190141,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,DARK GREY,2015000,2004
Toyota Highlander,53986,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,10615000,2015
Nissan Altima,158404,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Yellow,815000,2002
Toyota Corolla,21,Lagos State,New ,6-cylinder(V6),automatic,petrol,Black,33015000,2019
Toyota Highlander,137117,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,3095000,2006
Toyota Corolla,22444,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark gray,2655000,2008
Lexus RX 350,22051,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,14315000,2016
Toyota RAV 4,194645,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2655000,2003
Honda Pilot,95000,Abuja,Locally used,6-cylinder(I6),automatic,petrol,Black,1615000,2009
Toyota Corolla,240329,Ogun,Locally used,4-cylinder(I4),automatic,petrol,Cream ,675000,2001
Ford Edge,198940,Abuja,Locally used,6-cylinder(V6),automatic,petrol,Wine,3715000,2011
Mercedes-Benz C 250,108109,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,5055000,2013
Ford Edge,275000,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,1915000,2007
Ford Edge,98174,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,2765000,2013
Toyota RAV 4,55400,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3865000,2008
Lexus RX 300,138197,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Grey and black,2220000,2003
Toyota Highlander,77446,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,15515000,2015
Honda Accord,165080,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Dark Grey,785000,2005
Toyota Sienna,62162,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,  Brown,1775000,2006
Mercedes-Benz GL 450,139072,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black,5315000,2009
Toyota Sienna,19038,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,983000,2001
Volvo XC90,177734,Lagos,Foreign Used,5-cylinder(I5),automatic,petrol,Silver,2115000,2006
Toyota Camry,76374,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black sand pearl,3065000,2007
Toyota Yaris,9386,Abuja,Locally used,4-cylinder(I4),automatic,petrol,Black,1515000,2010
Toyota Sienna,92700,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,2535000,2004
Toyota Matrix,265372,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,1865000,2003
Toyota Camry,165548,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,3315000,2010
Ford Transit,323208,Lagos,Foreign Used,4-cylinder(I4),manual,diesel,Silver,2215000,2004
Kia Rio,153413,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,455000,2005
Toyota RAV 4,83320,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Red,8015000,2015
Toyota Corolla,142361,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Navy blue,4195000,2014
Toyota Highlander,219407,Ogun,Locally used,6-cylinder(I6),automatic,petrol,Dark blue ,1665000,2006
Mercedes-Benz GLE 43 AMG,56770,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,49515000,2018
Volvo XC90,168509,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,2615000,2008
Toyota Corolla,163312,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Dark Grey,1445000,2004
Toyota Matrix,103796,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,1765000,2003
Mercedes-Benz CLA 250,79549,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,12665000,2014
Toyota Corolla,96334,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Ash,3165000,2010
Hyundai Sonata,161293,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,2715000,2012
Toyota Camry,236615,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Cream ,1115000,2003
Nissan Xterra,242564,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Black,865000,2000
Toyota Camry,650000,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3165000,2009
Kia Optima,205341,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1265000,2001
Toyota Highlander,66551,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,2875000,2009
Mercedes-Benz GLK 350,78175,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Blue,9990000,2014
Toyota RAV 4,109418,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,White,4815000,2010
Toyota Corolla,125326,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2325000,2004
Kia Rio,69194,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Brown,1415000,2012
Peugeot 307,171119,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,White,1805000,2006
Toyota Camry,93985,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,7015000,2016
Toyota Corolla,81904,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2615000,2008
Toyota Sienna,170351,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,4030000,2011
Toyota Camry,92709,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Skye blue,4315000,2014
Hyundai ix35,101791,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,1995000,2012
